hex_id,transport_within_500m,commerce_within_500m,education_within_500m,residential_within_500m,office_within_500m,leisure_within_500m,transport_within_1000m,commerce_within_1000m,education_within_1000m,residential_within_1000m,office_within_1000m,leisure_within_1000m,distance_to_nearest_transport,distance_to_nearest_commerce,distance_to_nearest_education,distance_to_nearest_residential,distance_to_nearest_office,distance_to_nearest_leisure,hex_area_sqkm,transport_within_500m_density,commerce_within_500m_density,education_within_500m_density,residential_within_500m_density,office_within_500m_density,leisure_within_500m_density,transport_within_1000m_density,commerce_within_1000m_density,education_within_1000m_density,residential_within_1000m_density,office_within_1000m_density,leisure_within_1000m_density,target,cluster,potential_category,integral_potential,attractiveness_score,competition_factor
8911aa4e3a3ffff,0,0,0,0,0,0,4,0,0,0,0,0,569.4273231147047,1366.5853735344426,977.3430774398156,1074.0719740204395,1709.948635837829,1023.996054590034,0.3094444115483223,0.0,0.0,0.0,0.0,0.0,0.0,12.926392756572264,0.0,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa011afffff,2,1,0,2,0,0,6,14,2,15,1,5,230.87437323028362,447.8107558292468,662.5632792670997,333.61864741740936,627.868503935872,383.3398288524197,0.31388970544590544,6.371664840549135,3.1858324202745676,0.0,6.371664840549135,0.0,0.0,19.114994521647404,44.601653883843944,6.371664840549135,47.78748630411851,3.1858324202745676,15.929162101372837,0,0,Категория 2,0.3,0.0,1.0
89118524aafffff,0,0,0,0,0,0,0,0,0,0,0,0,3047.260925599579,3191.1971506582527,8017.003646187188,1977.0318265592803,3096.597096628796,7682.796139570732,0.3059304280910903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa6ad8bffff,4,20,1,9,0,7,13,141,2,35,1,24,324.6911034166521,203.6186933053678,0.0,37.35220799598936,695.5286220912539,42.08301651937734,0.31344313687484077,12.761485352276887,63.80742676138444,3.190371338069222,28.713342042622997,0.0,22.332599366484555,41.47482739489988,449.84235866776027,6.380742676138444,111.66299683242276,3.190371338069222,76.56891211366133,1,0,Категория 3,0.5249999999999999,0.75,0.0
8911aa58b17ffff,0,0,0,0,0,0,0,1,0,0,0,0,5270.180014066202,858.9112510406633,6291.5071341413095,3564.7368988486737,4644.257549266424,4274.06755296273,0.30695447603212633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257812079910307,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa4d677ffff,0,1,0,0,0,1,0,2,0,0,0,1,1101.8372915236794,181.41287321737317,4706.905257190121,3902.649116409657,6600.25035765841,456.1222682710816,0.3080636473106447,0.0,3.2460824531874146,0.0,0.0,0.0,3.2460824531874146,0.0,6.492164906374829,0.0,0.0,0.0,3.2460824531874146,0,0,Категория 2,0.3,0.0,1.0
8911aa4e023ffff,0,0,0,0,0,0,0,2,1,1,0,0,1002.7299543263507,936.3441349888705,611.3217549960702,813.5864345293724,2368.786528224659,1049.6844524536252,0.30933207165891524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.465543612319961,3.2327718061599806,3.2327718061599806,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa6212fffff,4,21,1,3,2,4,18,66,4,57,5,16,121.88575686083337,105.22113973778102,231.3559385190101,265.26353353781656,119.2111170022828,247.4472816234458,0.31460752395604374,12.714254095712189,66.749834002489,3.178563523928047,9.535690571784142,6.357127047856094,12.714254095712189,57.21414343070485,209.78519257925112,12.714254095712189,181.1781208638987,15.892817619640237,50.857016382848755,0,0,Категория 2,0.292,0.06,0.8333333333333334
8911aa78857ffff,5,17,3,21,1,5,15,54,8,65,13,22,253.3681568952093,130.96747994060607,136.07571458363537,55.80500440266311,242.48116574223496,101.6684185778677,0.3123617947237499,16.007079240987064,54.424069419356016,9.604247544592239,67.22973281214567,3.2014158481974127,16.007079240987064,48.021237722961196,172.8764558026603,25.6113267855793,208.09203013283184,41.61840602656637,70.43114866034308,1,0,Категория 5,0.7329999999999999,0.69,0.8333333333333334
8911aa44c0bffff,0,0,0,0,0,0,8,10,0,0,0,1,785.3084679825984,503.92816804940566,1115.7949269558164,851.256513751839,1069.854756546275,935.7557361419438,0.31153398922570025,0.0,0.0,0.0,0.0,0.0,0.0,25.67938098787724,32.09922623484655,0.0,0.0,0.0,3.209922623484655,0,0,Категория 2,0.3,0.0,1.0
89118197153ffff,0,0,0,0,0,0,0,0,0,0,0,0,4148.702537527653,4902.370259881095,4443.287240301591,5694.450046139097,16987.092661311657,4651.625741158911,0.3038044971729172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Категория 2,0.3,0.0,1.0
8911aa4a0bbffff,0,0,0,0,0,0,0,0,0,0,0,0,5785.056940013197,5597.61400158142,6658.742129318508,5292.261906808209,9708.585742984478,3067.0290301475497,0.3068636605253666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911818755bffff,1,0,0,0,0,0,2,0,0,0,0,0,430.86064623978757,8244.483565347367,8203.97240833349,6720.644491210874,20017.419293065068,6784.679275902567,0.3044238883758215,3.2848933286255986,0.0,0.0,0.0,0.0,0.0,6.569786657251197,0.0,0.0,0.0,0.0,0.0,0,1,Категория 2,0.3,0.0,1.0
89118190a13ffff,0,0,0,0,0,0,0,0,0,0,0,0,1271.6754801711663,1253.0979257851702,1198.458123501935,1149.4306288051578,31951.4438694525,839.3180726876539,0.3025495644088283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Категория 2,0.3,0.0,1.0
8911aa401d7ffff,1,3,0,0,0,2,3,5,0,1,0,2,415.827210897852,362.7280524490209,2937.046376697464,521.3032497377853,2477.9010944596657,385.4114330604218,0.3086947098511781,3.239446508435796,9.718339525307389,0.0,0.0,0.0,6.478893016871592,9.718339525307389,16.19723254217898,0.0,3.239446508435796,0.0,6.478893016871592,0,0,Категория 2,0.3,0.0,1.0
8911aa7a42bffff,2,5,0,7,0,0,7,65,1,46,2,6,232.13335006222664,275.9109806887198,449.54486499383165,251.8037375143338,471.50074774955516,285.99046064412346,0.3116302792443793,6.417861591785846,16.044653979464616,0.0,22.462515571250464,0.0,0.0,22.462515571250464,208.58050173304002,3.208930795892923,147.61081661107448,6.417861591785846,19.253584775357538,0,0,Категория 1,0.257,0.01,0.8333333333333334
8911aa41e8fffff,0,0,0,0,0,0,0,0,0,0,0,0,3995.8081496731143,2041.9233120643792,4550.353535294651,2967.261905304169,3770.902037924797,1519.2963815813089,0.3080852306313515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa785a3ffff,0,62,2,25,41,2,20,217,5,79,81,13,573.5591217587036,101.99259102111262,275.9927555666015,87.38776044763463,0.0,177.38566690149008,0.31199671817070074,0.0,198.72003899117408,6.41032383842497,80.12904798031212,131.4116386877119,6.41032383842497,64.1032383842497,695.5201364691093,16.025809596062427,253.2077916177863,259.6181154562113,41.667104949762304,1,0,Категория 5,0.761,0.73,0.8333333333333334
8911aa6a69bffff,2,8,0,5,2,1,16,70,1,39,6,6,283.56277944657927,305.1080552746478,803.5108826020746,324.2983891012984,134.5569508344925,336.7722925118055,0.3120250385142721,6.409742017894245,25.63896807157698,0.0,16.024355044735614,6.409742017894245,3.2048710089471224,51.27793614315396,224.34097062629857,3.2048710089471224,124.98996934893778,19.229226053682734,19.229226053682734,0,0,Категория 2,0.321,0.03,1.0
8911aa6355bffff,0,0,0,0,1,0,4,7,0,6,4,6,550.4882786054972,691.7760624638316,1258.7809430867421,742.8127472775642,422.58433787889004,0.0,0.3133552197274278,0.0,0.0,0.0,0.0,3.1912664511216713,0.0,12.765065804486685,22.338865157851696,0.0,19.147598706730026,12.765065804486685,19.147598706730026,0,0,Категория 2,0.349,0.07,1.0
8911aa71a33ffff,2,15,0,14,4,0,10,54,3,36,25,10,226.18667677284265,288.3794694250453,558.4315516526245,99.513365346355,62.78166046413045,451.620659962183,0.31316401671180655,6.386429772487326,47.89822329365495,0.0,44.705008407411285,12.772859544974652,0.0,31.932148862436634,172.4336038571578,9.57964465873099,114.95573590477187,79.83037215609158,31.932148862436634,0,0,Категория 1,0.278,0.04,0.8333333333333334
8911852ca07ffff,0,0,0,0,0,0,0,0,0,0,0,0,7859.880214718627,4667.29408186246,15071.125609225193,6793.886841954063,19571.947467988735,4587.633129923624,0.3042257066053608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Категория 2,0.3,0.0,1.0
8911aa4dcc7ffff,8,8,0,0,0,0,18,23,0,7,5,3,242.95478921193885,376.4084227000067,1102.0044467241885,641.2304098401406,661.2268557691445,733.0929056352708,0.30900481801796925,25.889563959921116,25.889563959921116,0.0,0.0,0.0,0.0,58.251518909822515,74.43249638477322,0.0,22.653368464930978,16.180977474950698,9.708586484970418,0,0,Категория 2,0.33499999999999996,0.05,1.0
8911819467bffff,2,1,0,0,0,0,4,1,0,0,0,0,456.8910121099293,396.5072059640583,2535.360516969586,3801.7697801832696,13954.256800582945,2703.0002958408977,0.30399361052479024,6.579085647712661,3.2895428238563307,0.0,0.0,0.0,0.0,13.158171295425323,3.2895428238563307,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa018b3ffff,2,3,1,4,0,2,8,22,1,13,0,16,100.57442496568575,281.9718687003464,307.6689967152561,200.55521134455063,2777.3727887430578,384.13254888508703,0.31432636669347574,6.362813342828336,9.544220014242505,3.181406671414168,12.725626685656673,0.0,6.362813342828336,25.451253371313346,69.99094677111171,3.181406671414168,41.358286728384186,0.0,50.90250674262669,0,0,Категория 2,0.314,0.02,1.0
8911aa62eabffff,4,9,0,6,0,1,10,18,1,16,3,5,250.99869200462578,77.18337845108046,627.8921764555485,206.90783333668017,789.0588446051471,150.9318208388423,0.3146701216671098,12.711724833638984,28.601380875687713,0.0,19.067587250458477,0.0,3.177931208409746,31.77931208409746,57.20276175137543,3.177931208409746,50.846899334555935,9.533793625229238,15.88965604204873,0,0,Категория 2,0.3,0.0,1.0
89118525927ffff,2,2,0,0,0,0,4,4,0,12,0,0,348.96296287563507,118.1546585590213,3149.0684308256054,414.7561111624632,2339.6465894273565,2880.62159942995,0.3057298611854128,6.5417227883640745,6.5417227883640745,0.0,0.0,0.0,0.0,13.083445576728149,13.083445576728149,0.0,39.25033673018445,0.0,0.0,0,0,Категория 2,0.307,0.01,1.0
8911aa600b7ffff,0,0,0,0,0,0,0,0,0,0,0,0,2100.7739274279243,1741.904475357024,2651.227571169456,2555.827581507559,3038.038100988971,2654.525678597117,0.31425143262451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa48cd3ffff,0,0,0,0,0,0,3,1,0,0,0,0,617.8990459687423,496.6402388827104,2039.448021761076,1106.3379128151687,2028.1532563118778,1489.3339321421013,0.30734009000228957,0.0,0.0,0.0,0.0,0.0,0.0,9.761173688657575,3.2537245628858584,0.0,0.0,0.0,0.0,0,0,Категория 2,0.3,0.0,1.0
8911aa44967ffff,4,4,0,2,1,1,10,34,2,31,1,7,226.71038084123185,219.86978350108006,319.14214677627854,442.9523051077406,84.3305967475418,375.65053131851823,0.31207717677737357,12.817342303931053,12.817342303931053,0.0,6.408671151965526,3.204335575982763,3.204335575982763,32.043355759827634,108.94740958341396,6.408671151965526,99.33440285546567,3.204335575982763,22.430349031879345,0,0,Категория 2,0.314,0.02,1.0
8911aa4e84bffff,0,0,0,0,0,0,3,8,1,0,0,1,767.4382687923311,358.6158302155594,916.6810583351219,1193.7300805826374,1523.8732380445576,480.9601124819208,0.30987036207300606,0.0,0.0,0.0,0.0,0.0,0.0,9.681468017561468,25.817248046830578,3.2271560058538222,0.0,0.0,3.2271560058538222,0,0,Категория 2,0.3,0.0,1.0
